Annee,DateRap,JA,Comb,iLat,iLon,INT,Domaine,Rgn_ecolo,Dates,Month,Numero
1996,06/09/1996 17:40,1,D1,45.54140091,-73.17060089,302,1,1a,06/09/1996,06-Sep-96,1179
1996,06/09/1996 17:40,2,D1,45.54140091,-73.17060089,710,1,1a,06/09/1996,06-Sep-96,1179
1996,06/09/1996 21:15,1,D1,46.22249985,-75.89080048,694,2,2a,06/09/1996,06-Sep-96,1180
1996,06/09/1996 21:15,2,D1,46.22249985,-75.89080048,1448,2,2a,06/09/1996,06-Sep-96,1180
1996,06/09/1996 21:15,3,D1,46.22249985,-75.89080048,0,2,2a,06/09/1996,06-Sep-96,1180
1996,06/09/1996 21:15,4,D1,46.22249985,-75.89080048,0,2,2a,06/09/1996,06-Sep-96,1180
1996,07/09/1996 12:50,1,BR,48.84859848,-69.55190277,,5,5g,07/09/1996,07-Sep-96,1181
1996,07/09/1996 14:35,1,M2,46.27610016,-75.45330048,2732,3,3b,07/09/1996,07-Sep-96,1182
1996,07/09/1996 14:35,2,M2,46.27610016,-75.45330048,0,3,3b,07/09/1996,07-Sep-96,1182
1996,07/09/1996 14:35,3,M2,46.27610016,-75.45330048,0,3,3b,07/09/1996,07-Sep-96,1182
1996,07/09/1996 14:35,4,M2,46.27610016,-75.45330048,1,3,3b,07/09/1996,07-Sep-96,1182
1996,07/09/1996 14:35,5,M2,46.27610016,-75.45330048,34,3,3b,07/09/1996,07-Sep-96,1182
1996,07/09/1996 14:35,6,M2,46.27610016,-75.45330048,0,3,3b,07/09/1996,07-Sep-96,1182
1996,07/09/1996 14:58,1,C2,50.55500031,-71.65419769,20,6,6g,07/09/1996,07-Sep-96,1183
1996,07/09/1996 14:58,2,C2,50.55500031,-71.65419769,278,6,6g,07/09/1996,07-Sep-96,1183
1996,07/09/1996 14:58,3,C2,50.55500031,-71.65419769,0,6,6g,07/09/1996,07-Sep-96,1183
1996,07/09/1996 14:58,4,C2,50.55500031,-71.65419769,0,6,6g,07/09/1996,07-Sep-96,1183
1996,07/09/1996 15:20,1,BR,49.31140137,-69.16999817,,5,5g,07/09/1996,07-Sep-96,1184
1996,07/09/1996 15:20,2,BR,49.31140137,-69.16999817,,5,5g,07/09/1996,07-Sep-96,1184
1996,07/09/1996 14:45,1,BR,49.84690094,-79.31390381,,6,6a,07/09/1996,07-Sep-96,1185
1996,07/09/1996 14:45,2,BR,49.84690094,-79.31390381,,6,6a,07/09/1996,07-Sep-96,1185
1996,07/09/1996 14:45,3,BR,49.84690094,-79.31390381,,6,6a,07/09/1996,07-Sep-96,1185
1996,07/09/1996 14:45,4,BR,49.84690094,-79.31390381,,6,6a,07/09/1996,07-Sep-96,1185
1996,07/09/1996 16:45,1,D1,45.56140137,-73.17060089,710,1,1a,07/09/1996,07-Sep-96,1186
1996,07/09/1996 16:45,2,D1,45.56140137,-73.17060089,16,1,1a,07/09/1996,07-Sep-96,1186
1996,07/09/1996 13:35,1,M2,46.54859924,-78.76280212,2536,3,3a,07/09/1996,07-Sep-96,1187
1996,07/09/1996 13:35,2,M2,46.54859924,-78.76280212,399,3,3a,07/09/1996,07-Sep-96,1187
1996,07/09/1996 13:35,3,M2,46.54859924,-78.76280212,28,3,3a,07/09/1996,07-Sep-96,1187
1996,07/09/1996 13:35,4,M2,46.54859924,-78.76280212,28,3,3a,07/09/1996,07-Sep-96,1187
1996,07/09/1996 13:35,5,M2,46.54859924,-78.76280212,3,3,3a,07/09/1996,07-Sep-96,1187
1996,08/09/1996 8:05,1,BR,48.8614006,-69.65170288,,5,5g,08/09/1996,08-Sep-96,1188
1996,08/09/1996 12:53,1,DS,49.32220078,-69.05719757,,5,5g,08/09/1996,08-Sep-96,1189
1996,08/09/1996 13:00,1,C2,48.89360046,-69.65720367,3586,5,5g,08/09/1996,08-Sep-96,1190
1996,08/09/1996 15:32,1,O1B,48.77610016,-69.40720367,1240,5,5g,08/09/1996,08-Sep-96,1191
1996,08/09/1996 14:15,1,D1,47.93470001,-67.50279999,178,4,4f,08/09/1996,08-Sep-96,1192
1996,08/09/1996 14:15,2,D1,47.93470001,-67.50279999,24,4,4f,08/09/1996,08-Sep-96,1192
1996,09/09/1996 8:05,1,C2,50.09420013,-69.16860199,547,6,6i,09/09/1996,09-Sep-96,1193
1996,09/09/1996 8:30,1,D1,48.71640015,-69.08640289,27,5,5g,09/09/1996,09-Sep-96,1194
1996,08/09/1996 10:00,1,M2,46.11220169,-73.82170105,0,3,3c,08/09/1996,08-Sep-96,1195
1996,08/09/1996 10:00,2,M2,46.11220169,-73.82170105,0,3,3c,08/09/1996,08-Sep-96,1195
1996,08/09/1996 10:00,3,M2,46.11220169,-73.82170105,0,3,3c,08/09/1996,08-Sep-96,1195
1996,09/09/1996 14:00,1,M2,49.1875,-68.31829834,79,5,5g,09/09/1996,09-Sep-96,1196
1996,09/09/1996 14:03,1,C2,49.40810013,-69.62670135,317,6,6h,09/09/1996,09-Sep-96,1197
1996,09/09/1996 14:03,2,C2,49.40810013,-69.62670135,0,6,6h,09/09/1996,09-Sep-96,1197
1996,09/09/1996 15:15,1,C2,48.85580063,-70.0766983,386,6,6h,09/09/1996,09-Sep-96,1198
1996,09/09/1996 15:15,2,C2,48.85580063,-70.0766983,41,6,6h,09/09/1996,09-Sep-96,1198
1996,09/09/1996 15:35,1,M2,49.1875,-64.87689972,5686,4,4h,09/09/1996,09-Sep-96,1199
1996,09/09/1996 15:35,2,M2,49.1875,-64.87689972,10,4,4h,09/09/1996,09-Sep-96,1199
1996,07/09/1996 16:25,1,C2,46.36669922,-71.95690155,2589,2,2b,07/09/1996,07-Sep-96,1200
1996,10/09/1996 8:05,1,C2,49.75279999,-77.5667038,2739,6,6a,10/09/1996,10-Sep-96,1201
1996,10/09/1996 8:05,2,C2,49.75279999,-77.5667038,1880,6,6a,10/09/1996,10-Sep-96,1201
1996,10/09/1996 14:04,1,C2,49.32830048,-77.99469757,1495,6,6a,10/09/1996,10-Sep-96,1202
1996,10/09/1996 14:04,2,C2,49.32830048,-77.99469757,1199,6,6a,10/09/1996,10-Sep-96,1202
1996,10/09/1996 14:04,3,C2,49.32830048,-77.99469757,2769,6,6a,10/09/1996,10-Sep-96,1202
1996,09/09/1996 10:00,1,D1,45.37749863,-73.959198,0,1,1a,09/09/1996,09-Sep-96,1203
1996,09/09/1996 10:00,2,D1,45.37749863,-73.959198,1,1,1a,09/09/1996,09-Sep-96,1203
1996,09/09/1996 10:00,3,D1,45.37749863,-73.959198,13,1,1a,09/09/1996,09-Sep-96,1203
1996,09/09/1996 10:00,4,D1,45.37749863,-73.959198,0,1,1a,09/09/1996,09-Sep-96,1203
1996,12/08/1996 8:15,0,BR,48.67860031,-65.69419861,,5,5i,12/08/1996,12-Aug-96,1204
1996,12/08/1996 8:15,0,BR,48.68030167,-65.6832962,,5,5i,12/08/1996,12-Aug-96,1205
1996,12/08/1996 8:46,0,C2,48.70439911,-65.5943985,7322,5,5i,12/08/1996,12-Aug-96,1206
1996,12/08/1996 8:49,0,BR,48.6739006,-65.60939789,,5,5i,12/08/1996,12-Aug-96,1207
1996,11/09/1996 13:26,1,C2,48.76720047,-76.44280243,350,6,6c,11/09/1996,11-Sep-96,1208
1996,05/09/1996 16:53,0,D1,46.04779816,-73.48829651,263,2,2b,05/09/1996,05-Sep-96,1209
1996,15/09/1996 8:19,1,C2,50.2942009,-66.27420044,1341,5,5g,15/09/1996,15-Sep-96,1210
1996,15/09/1996 8:19,2,C2,50.2942009,-66.27420044,1678,5,5g,15/09/1996,15-Sep-96,1210
1996,16/09/1996 16:55,1,C2,48.54059982,-64.94309998,2081,5,5h,16/09/1996,16-Sep-96,1211
1996,16/09/1996 16:55,2,C2,48.54059982,-64.94309998,2736,5,5h,16/09/1996,16-Sep-96,1211
1996,20/09/1996 15:20,1,AU,49.21530151,-68.22530365,,5,5g,20/09/1996,20-Sep-96,1212
1996,20/09/1996 15:20,2,AU,49.21530151,-68.22530365,,5,5g,20/09/1996,20-Sep-96,1212
1996,20/09/1996 18:55,1,BR,48.64640045,-65.65309906,,5,5i,20/09/1996,20-Sep-96,1213
1996,23/09/1996 7:05,1,M2,48.1446991,-66.14530182,293,4,4g,23/09/1996,23-Sep-96,1214
1996,22/09/1996 22:36,1,D1,48.80690002,-78.7378006,138,5,5a,22/09/1996,22-Sep-96,1215
1996,22/09/1996 22:36,2,D1,48.80690002,-78.7378006,92,5,5a,22/09/1996,22-Sep-96,1215
1996,23/09/1996 15:28,1,C5,45.44829941,-72.87940216,9,1,1a,23/09/1996,23-Sep-96,1216
1996,23/09/1996 15:28,2,C5,45.44829941,-72.87940216,11,1,1a,23/09/1996,23-Sep-96,1216
1996,23/09/1996 15:28,3,C5,45.44829941,-72.87940216,0,1,1a,23/09/1996,23-Sep-96,1216
1996,23/09/1996 15:28,4,C5,45.44829941,-72.87940216,0,1,1a,23/09/1996,23-Sep-96,1216
1996,24/09/1996 11:15,1,C2,49.81029892,-77.67060089,2330,6,6a,24/09/1996,24-Sep-96,1217
1996,25/09/1996 10:30,1,M2,48.74420166,-69.05329895,33,,,25/09/1996,25-Sep-96,1219
1996,25/09/1996 12:00,1,M2,48.30139923,-67.27390289,374,4,4f,25/09/1996,25-Sep-96,1220
1996,25/09/1996 12:00,2,M2,48.30139923,-67.27390289,735,4,4f,25/09/1996,25-Sep-96,1220
1996,24/09/1996 11:55,1,M2,46.50559998,-77.26170349,142,3,3a,24/09/1996,24-Sep-96,1222
1996,24/09/1996 11:55,2,M2,46.50559998,-77.26170349,153,3,3a,24/09/1996,24-Sep-96,1222
1996,24/09/1996 11:55,3,M2,46.50559998,-77.26170349,238,3,3a,24/09/1996,24-Sep-96,1222
1996,24/09/1996 11:55,4,M2,46.50559998,-77.26170349,10,3,3a,24/09/1996,24-Sep-96,1222
1996,24/09/1996 22:39,1,D1,46.13669968,-73.43640137,35,2,2b,24/09/1996,24-Sep-96,1223
1996,24/09/1996 22:39,2,D1,46.13669968,-73.43640137,14,2,2b,24/09/1996,24-Sep-96,1223
1996,24/09/1996 22:39,3,D1,46.13669968,-73.43640137,,2,2b,24/09/1996,24-Sep-96,1223
1996,27/09/1996 16:05,1,M2,49.18310165,-64.86029816,1803,4,4h,27/09/1996,27-Sep-96,1224
1996,27/09/1996 16:24,1,M2,49.16939926,-64.91280365,992,4,4h,27/09/1996,27-Sep-96,1225
1996,27/09/1996 16:24,2,M2,49.16939926,-64.91280365,1331,4,4h,27/09/1996,27-Sep-96,1225
1996,27/09/1996 16:24,3,M2,49.16939926,-64.91280365,1632,4,4h,27/09/1996,27-Sep-96,1225
1996,27/09/1996 16:24,4,M2,49.16939926,-64.91280365,3441,4,4h,27/09/1996,27-Sep-96,1225
1996,27/09/1996 16:24,5,M2,49.16939926,-64.91280365,2821,4,4h,27/09/1996,27-Sep-96,1225
1996,27/09/1996 16:24,6,M2,49.16939926,-64.91280365,7094,4,4h,27/09/1996,27-Sep-96,1225
1996,27/09/1996 16:24,7,M2,49.16939926,-64.91280365,165,4,4h,27/09/1996,27-Sep-96,1225
1996,27/09/1996 16:24,8,M2,49.16939926,-64.91280365,514,4,4h,27/09/1996,27-Sep-96,1225
1996,29/09/1996 16:30,1,O1B,49.18560028,-64.87000275,1774,4,4h,29/09/1996,29-Sep-96,1226
1996,23/09/1996 14:50,1,M2,45.76639938,-74.1085968,428,3,3c,23/09/1996,23-Sep-96,1227
1996,23/09/1996 14:50,2,M2,45.76639938,-74.1085968,402,3,3c,23/09/1996,23-Sep-96,1227
1996,23/09/1996 14:50,3,M2,45.76639938,-74.1085968,274,3,3c,23/09/1996,23-Sep-96,1227
1996,23/09/1996 14:50,4,M2,45.76639938,-74.1085968,455,3,3c,23/09/1996,23-Sep-96,1227
1996,23/09/1996 14:50,5,M2,45.76639938,-74.1085968,290,3,3c,23/09/1996,23-Sep-96,1227
1996,30/09/1996 9:25,0,AU,48.35860062,-72.02249908,,5,5d,30/09/1996,30-Sep-96,1228
1996,30/09/1996 8:00,0,C6,48.36780167,-67.66280365,0,4,4f,30/09/1996,30-Sep-96,1229
1996,01/10/1996 9:35,1,C2,48.78440094,-70.44000244,,5,5f,01/10/1996,01-Oct-96,1230
1996,02/10/1996 14:40,1,M2,48.63470078,-64.25309753,13812,4,4g,02/10/1996,02-Oct-96,1232
1996,02/10/1996 14:40,2,M2,48.63470078,-64.25309753,301,4,4g,02/10/1996,02-Oct-96,1232
1996,02/10/1996 14:40,3,M2,48.63470078,-64.25309753,934,4,4g,02/10/1996,02-Oct-96,1232
1996,02/10/1996 14:40,4,M2,48.63470078,-64.25309753,1402,4,4g,02/10/1996,02-Oct-96,1232
1996,04/10/1996 9:50,1,M2,50.21640015,-66.08190155,,5,5g,04/10/1996,04-Oct-96,1233
1996,04/10/1996 9:50,2,M2,50.21640015,-66.08190155,,5,5g,04/10/1996,04-Oct-96,1233
1996,06/10/1996 12:22,1,C2,48.59780121,-64.91139984,5715,5,5h,06/10/1996,06-Oct-96,1234
1996,06/10/1996 12:22,2,C2,48.59780121,-64.91139984,2072,5,5h,06/10/1996,06-Oct-96,1234
1996,14/10/1996 16:15,1,M2,46.28440094,-75.80220032,,2,2a,14/10/1996,14-Oct-96,1235
1996,14/10/1996 16:15,2,M2,46.28440094,-75.80220032,,2,2a,14/10/1996,14-Oct-96,1235
1996,14/10/1996 16:15,3,M2,46.28440094,-75.80220032,,2,2a,14/10/1996,14-Oct-96,1235
1996,14/10/1996 16:15,4,M2,46.28440094,-75.80220032,,2,2a,14/10/1996,14-Oct-96,1235
1996,14/10/1996 16:15,5,M2,46.28440094,-75.80220032,,2,2a,14/10/1996,14-Oct-96,1235
1996,15/10/1996 9:25,1,M2,47.30419922,-69.55940247,,4,4f,15/10/1996,15-Oct-96,1236
1996,16/10/1996 16:10,1,C3,47.74940109,-77.77330017,0,5,5a,16/10/1996,16-Oct-96,1237
1996,16/10/1996 16:10,2,C3,47.74940109,-77.77330017,0,5,5a,16/10/1996,16-Oct-96,1237
1996,18/10/1996 12:33,1,M2,49.19189835,-64.90029907,,4,4h,18/10/1996,18-Oct-96,1238
1996,16/10/1996 8:30,0,C2,47.20999908,-73.48169708,0,4,4c,16/10/1996,16-Oct-96,1239
1996,20/10/1996 12:20,1,M2,48.2010994,-65.03220367,240,4,4g,20/10/1996,20-Oct-96,1240
1996,20/10/1996 12:20,2,M2,48.2010994,-65.03220367,259,4,4g,20/10/1996,20-Oct-96,1240
1996,18/10/1996 11:25,1,C2,48.4375,-76.84889984,0,5,5b,18/10/1996,18-Oct-96,1241
1996,19/10/1996 12:45,1,M2,48.10139847,-72.19080353,8,5,5d,19/10/1996,19-Oct-96,1242
1996,21/10/1996 8:29,0,C2,47.03170013,-71.36810303,164,4,4d,21/10/1996,21-Oct-96,1243
1996,19/10/1996 11:11,1,D1,45.38750076,-72.18470001,0,2,2c,19/10/1996,19-Oct-96,1244
1996,22/10/1996 16:52,1,AU,49.14640045,-68.44499969,,5,5g,22/10/1996,22-Oct-96,1245
1996,22/10/1996 16:52,2,AU,49.14640045,-68.44499969,,5,5g,22/10/1996,22-Oct-96,1245
1996,22/10/1996 17:20,1,C2,48.71170044,-64.25830078,,4,4g,22/10/1996,22-Oct-96,1246
1996,22/10/1996 17:20,2,C2,48.71170044,-64.25830078,,4,4g,22/10/1996,22-Oct-96,1246
1996,22/10/1996 12:42,0,D1,46.38029861,-73.00250244,,3,3c,22/10/1996,22-Oct-96,1247
1996,26/10/1996 14:30,1,C2,48.8246994,-69.30470276,,5,5g,26/10/1996,26-Oct-96,1248
1996,26/10/1996 14:30,2,C2,48.8246994,-69.30470276,,5,5g,26/10/1996,26-Oct-96,1248
1996,29/10/1996 14:55,1,D1,45.68030167,-74.39360046,,3,3c,29/10/1996,29-Oct-96,1249
1996,29/10/1996 14:55,2,D1,45.68030167,-74.39360046,,3,3c,29/10/1996,29-Oct-96,1249
1996,02/11/1996 13:50,1,M2,46.26079941,-75.95970154,,2,2a,02/11/1996,02-Nov-96,1250
1997,15/04/1997 17:26,1,D1,45.17670059,-71.80280304,,3,3d,15/04/1997,15-Apr-97,1
1997,27/04/1997 12:59,1,M1,48.41529846,-79.35720062,,5,5a,27/04/1997,27-Apr-97,2
1997,27/04/1997 12:59,2,M1,48.41529846,-79.35720062,,5,5a,27/04/1997,27-Apr-97,2
1997,27/04/1997 12:59,3,M1,48.41529846,-79.35720062,,5,5a,27/04/1997,27-Apr-97,2
1997,26/04/1997 15:43,1,D1,45.91669846,-74.81420135,,3,3b,26/04/1997,26-Apr-97,3
1997,26/04/1997 15:43,2,D1,45.91669846,-74.81420135,,3,3b,26/04/1997,26-Apr-97,3
1997,26/04/1997 15:43,3,D1,45.91669846,-74.81420135,,3,3b,26/04/1997,26-Apr-97,3
1997,26/04/1997 15:43,4,D1,45.91669846,-74.81420135,,3,3b,26/04/1997,26-Apr-97,3
1997,27/04/1997 14:29,1,M1,45.73970032,-74.06919861,,3,3c,27/04/1997,27-Apr-97,4
1997,27/04/1997 14:29,2,M1,45.73970032,-74.06919861,,3,3c,27/04/1997,27-Apr-97,4
1997,27/04/1997 14:29,3,M1,45.73970032,-74.06919861,,3,3c,27/04/1997,27-Apr-97,4
1997,27/04/1997 15:05,1,M1,45.48970032,-71.71559906,,2,2c,27/04/1997,27-Apr-97,5
1997,28/04/1997 11:20,0,C2,45.50109863,-71.62830353,,2,2c,28/04/1997,28-Apr-97,6
1997,26/04/1997 13:38,1,AU,45.79330063,-72.41889954,,2,2b,26/04/1997,26-Apr-97,7
1997,26/04/1997 12:15,1,D1,45.5766983,-75.65249634,,2,2a,26/04/1997,26-Apr-97,8
1997,26/04/1997 12:15,2,D1,45.5766983,-75.65249634,,2,2a,26/04/1997,26-Apr-97,8
1997,26/04/1997 12:15,3,D1,45.5766983,-75.65249634,,2,2a,26/04/1997,26-Apr-97,8
1997,26/04/1997 17:30,1,D1,45.55580139,-75.76670074,,2,2a,26/04/1997,26-Apr-97,9
1997,26/04/1997 17:30,2,D1,45.55580139,-75.76670074,,2,2a,26/04/1997,26-Apr-97,9
1997,26/04/1997 17:30,3,D1,45.55580139,-75.76670074,,2,2a,26/04/1997,26-Apr-97,9
1997,27/04/1997 14:34,1,D1,45.93190002,-75.5667038,,3,3b,27/04/1997,27-Apr-97,10
1997,27/04/1997 14:34,2,D1,45.93190002,-75.5667038,,3,3b,27/04/1997,27-Apr-97,10
1997,27/04/1997 14:34,3,D1,45.93190002,-75.5667038,,3,3b,27/04/1997,27-Apr-97,10
1997,27/04/1997 17:53,1,AU,45.8368988,-72.43939972,,2,2b,27/04/1997,27-Apr-97,11
1997,27/04/1997 13:26,1,AU,47.75559998,-68.62249756,,4,4f,27/04/1997,27-Apr-97,12
1997,27/04/1997 17:48,0,AU,45.02970123,-72.69779968,,2,2c,27/04/1997,27-Apr-97,13
1997,27/04/1997 11:00,1,M1,45.15000153,-72.83080292,,1,1a,27/04/1997,27-Apr-97,14
1997,26/04/1997 11:00,0,M1,45.44390106,-71.25779724,,3,3d,26/04/1997,26-Apr-97,15
1997,29/04/1997 10:25,0,M1,45.50559998,-71.22689819,,3,3d,29/04/1997,29-Apr-97,16
1997,29/04/1997 10:25,0,M1,45.50559998,-71.228302,,3,3d,29/04/1997,29-Apr-97,17
1997,29/04/1997 10:25,0,AU,45.49940109,-71.22440338,,3,3d,29/04/1997,29-Apr-97,18
1997,30/04/1997 16:15,1,M1,45.12220001,-72.73609924,,2,2c,30/04/1997,30-Apr-97,19
1997,30/04/1997 14:15,0,AU,45.67580032,-72.13580322,,2,2c,30/04/1997,30-Apr-97,20
1997,26/04/1997 17:09,1,D1,46.7010994,-73.97250366,,3,3c,26/04/1997,26-Apr-97,21
1997,05/05/1997 16:35,1,M1,46.02249908,-74.67610168,3,3,3b,05/05/1997,05-May-97,22
1997,05/05/1997 16:35,2,M1,46.02249908,-74.67610168,0,3,3b,05/05/1997,05-May-97,22
1997,07/05/1997 21:38,1,AU,48.24330139,-79.0821991,,5,5a,07/05/1997,07-May-97,23
1997,07/05/1997 21:38,2,AU,48.24330139,-79.0821991,,5,5a,07/05/1997,07-May-97,23
1997,11/05/1997 15:27,1,M1,45.63830185,-75.62809753,158,2,2a,11/05/1997,11-May-97,24
1997,11/05/1997 15:27,2,M1,45.63830185,-75.62809753,0,2,2a,11/05/1997,11-May-97,24
1997,11/05/1997 15:27,3,M1,45.63830185,-75.62809753,0,2,2a,11/05/1997,11-May-97,24
1997,11/05/1997 15:43,1,D1,45.61859894,-75.99500275,162,2,2a,11/05/1997,11-May-97,25
1997,11/05/1997 15:43,2,D1,45.61859894,-75.99500275,0,2,2a,11/05/1997,11-May-97,25
1997,11/05/1997 15:43,3,D1,45.61859894,-75.99500275,0,2,2a,11/05/1997,11-May-97,25
1997,11/05/1997 16:20,1,D1,45.94029999,-74.41719818,77,3,3c,11/05/1997,11-May-97,26
1997,11/05/1997 16:20,2,D1,45.94029999,-74.41719818,0,3,3c,11/05/1997,11-May-97,26
1997,11/05/1997 16:20,3,D1,45.94029999,-74.41719818,0,3,3c,11/05/1997,11-May-97,26
1997,11/05/1997 19:25,0,D1,46.33280182,-73.15110016,17,3,3c,11/05/1997,11-May-97,27
1997,13/05/1997 15:00,1,O1A,47.70999908,-69.28530121,370,4,4f,13/05/1997,13-May-97,28
1997,13/05/1997 16:50,1,D1,48.75109863,-79.04109955,20,5,5a,13/05/1997,13-May-97,29
1997,13/05/1997 16:50,2,D1,48.75109863,-79.04109955,20,5,5a,13/05/1997,13-May-97,29
1997,15/05/1997 13:20,1,D1,48.08440018,-68.41670227,69,4,4f,15/05/1997,15-May-97,30
1997,15/05/1997 21:50,1,O1A,48.46279907,-71.20939636,65,4,4e,15/05/1997,15-May-97,31
1997,15/05/1997 21:50,2,O1A,48.46279907,-71.20939636,0,4,4e,15/05/1997,15-May-97,31
1997,20/05/1997 15:15,1,D1,45.4878006,-74.03220367,148,1,1a,20/05/1997,20-May-97,32
1997,20/05/1997 15:15,2,D1,45.4878006,-74.03220367,89,1,1a,20/05/1997,20-May-97,32
1997,20/05/1997 15:15,3,D1,45.4878006,-74.03220367,17,1,1a,20/05/1997,20-May-97,32
1997,19/05/1997 9:40,0,O1A,46.69469833,-73.95559692,315,3,3c,19/05/1997,19-May-97,33
1997,18/05/1997 13:15,1,O1A,45.52080154,-73.98329926,161,1,1a,18/05/1997,18-May-97,34
1997,18/05/1997 13:15,2,O1A,45.52080154,-73.98329926,144,1,1a,18/05/1997,18-May-97,34
1997,18/05/1997 13:15,3,O1A,45.52080154,-73.98329926,1516,1,1a,18/05/1997,18-May-97,34
1997,18/05/1997 13:15,4,O1A,45.52080154,-73.98329926,876,1,1a,18/05/1997,18-May-97,34
1997,21/05/1997 19:57,1,M1,45.74250031,-74.13189697,329,3,3c,21/05/1997,21-May-97,35
1997,21/05/1997 19:57,2,M1,45.74250031,-74.13189697,57,3,3c,21/05/1997,21-May-97,35
1997,21/05/1997 19:57,3,M1,45.74250031,-74.13189697,141,3,3c,21/05/1997,21-May-97,35
1997,21/05/1997 19:57,4,M1,45.74250031,-74.13189697,170,3,3c,21/05/1997,21-May-97,35
1997,21/05/1997 19:57,5,M1,45.74250031,-74.13189697,87,3,3c,21/05/1997,21-May-97,35
1997,21/05/1997 19:57,6,M1,45.74250031,-74.13189697,334,3,3c,21/05/1997,21-May-97,35
1997,23/05/1997 12:15,1,M1,46.01079941,-73.67359924,354,2,2b,23/05/1997,23-May-97,36
1997,23/05/1997 12:15,2,M1,46.01079941,-73.67359924,295,2,2b,23/05/1997,23-May-97,36
1997,23/05/1997 12:15,3,M1,46.01079941,-73.67359924,35,2,2b,23/05/1997,23-May-97,36
1997,23/05/1997 12:15,4,M1,46.01079941,-73.67359924,150,2,2b,23/05/1997,23-May-97,36
1997,23/05/1997 19:45,1,M1,45.86579895,-73.52390289,567,2,2b,23/05/1997,23-May-97,37
1997,23/05/1997 19:45,2,M1,45.86579895,-73.52390289,474,2,2b,23/05/1997,23-May-97,37
1997,23/05/1997 19:45,3,M1,45.86579895,-73.52390289,58,2,2b,23/05/1997,23-May-97,37
1997,23/05/1997 19:45,4,M1,45.86579895,-73.52390289,243,2,2b,23/05/1997,23-May-97,37
1997,24/05/1997 11:35,1,M1,45.76890182,-74.12670135,170,3,3c,24/05/1997,24-May-97,38
1997,24/05/1997 11:35,2,M1,45.76890182,-74.12670135,87,3,3c,24/05/1997,24-May-97,38
1997,24/05/1997 11:35,3,M1,45.76890182,-74.12670135,334,3,3c,24/05/1997,24-May-97,38
1997,24/05/1997 14:34,1,D1,46.11220169,-75.62139893,72,3,3b,24/05/1997,24-May-97,39
1997,24/05/1997 14:34,2,D1,46.11220169,-75.62139893,94,3,3b,24/05/1997,24-May-97,39
1997,24/05/1997 14:34,3,D1,46.11220169,-75.62139893,653,3,3b,24/05/1997,24-May-97,39
1997,24/05/1997 16:50,1,O1A,46.05220032,-70.99220276,160,3,3d,24/05/1997,24-May-97,40
1997,23/05/1997 9:45,0,D1,46.26890182,-73.65779877,114,3,3c,23/05/1997,23-May-97,41
1997,25/05/1997 21:28,1,M1,45.57920074,-76.15640259,24,2,2a,25/05/1997,25-May-97,42
1997,25/05/1997 21:28,2,M1,45.57920074,-76.15640259,161,2,2a,25/05/1997,25-May-97,42
1997,25/05/1997 21:28,3,M1,45.57920074,-76.15640259,314,2,2a,25/05/1997,25-May-97,42
1997,25/05/1997 1:10,1,M1,45.81029892,-73.75610352,54,1,1a,25/05/1997,25-May-97,43
1997,25/05/1997 1:10,2,M1,45.81029892,-73.75610352,209,1,1a,25/05/1997,25-May-97,43
1997,25/05/1997 1:10,3,M1,45.81029892,-73.75610352,367,1,1a,25/05/1997,25-May-97,43
1997,27/05/1997 11:24,1,O1A,46.84420013,-70.45279694,7,3,3d,27/05/1997,27-May-97,44
1997,27/05/1997 14:55,1,M1,45.67580032,-76.15390015,506,2,2a,27/05/1997,27-May-97,45
1997,27/05/1997 14:55,2,M1,45.67580032,-76.15390015,1656,2,2a,27/05/1997,27-May-97,45
1997,27/05/1997 16:19,1,D1,45.83530045,-75.08920288,249,3,3b,27/05/1997,27-May-97,46
1997,27/05/1997 16:19,2,D1,45.83530045,-75.08920288,494,3,3b,27/05/1997,27-May-97,46
1997,27/05/1997 16:19,3,D1,45.83530045,-75.08920288,646,3,3b,27/05/1997,27-May-97,46
1997,27/05/1997 17:06,1,M1,47.47079849,-72.72750092,612,3,3c,27/05/1997,27-May-97,47
1997,27/05/1997 14:43,1,D1,49.17750168,-64.88780212,0,4,4h,27/05/1997,27-May-97,48
1997,27/05/1997 17:05,1,D1,45.82030106,-73.70999908,118,1,1a,27/05/1997,27-May-97,49
1997,27/05/1997 17:05,2,D1,45.82030106,-73.70999908,299,1,1a,27/05/1997,27-May-97,49
1997,27/05/1997 17:05,3,D1,45.82030106,-73.70999908,282,1,1a,27/05/1997,27-May-97,49
1997,27/05/1997 17:05,4,D1,45.82030106,-73.70999908,194,1,1a,27/05/1997,27-May-97,49
1997,27/05/1997 13:45,1,M1,46.40810013,-74.88809967,876,3,3b,27/05/1997,27-May-97,50
1997,27/05/1997 13:45,2,M1,46.40810013,-74.88809967,1467,3,3b,27/05/1997,27-May-97,50
1997,27/05/1997 13:45,3,M1,46.40810013,-74.88809967,2014,3,3b,27/05/1997,27-May-97,50
1997,28/05/1997 10:50,1,C3,48.09249878,-77.97309875,112,5,5a,28/05/1997,28-May-97,51
1997,28/05/1997 10:50,2,C3,48.09249878,-77.97309875,759,5,5a,28/05/1997,28-May-97,51
1997,28/05/1997 13:50,1,C5,45.63190079,-76.47170258,47,1,1a,28/05/1997,28-May-97,52
