Latitude,Longitude,DC
50.36,-74.46,80.68005
50.36,-74.46,86.83676
50.36,-74.46,84.44516
50.36,-74.46,69.25936
50.36,-74.46,76.6618
50.36,-74.46,83.14096
50.36,-74.46,72.5047
50.36,-74.46,79.32947
50.36,-74.46,81.34537
50.36,-74.46,86.93564
50.36,-74.46,73.45387
50.36,-74.46,76.00026
50.36,-74.46,78.79833
50.36,-74.46,91.25361
50.36,-74.46,88.74969
50.36,-74.46,83.75739
50.36,-74.46,86.87483
50.36,-74.46,77.52245
50.36,-74.46,92.81006
50.36,-74.46,82.19943
50.36,-74.46,93.8677
50.36,-74.46,82.2936
50.36,-74.46,86.89318
50.36,-74.46,82.66072
50.36,-74.46,83.45624
50.36,-74.46,77.27974
50.36,-74.46,94.58761
50.36,-74.46,87.14086
50.36,-74.46,83.18877
50.36,-74.46,85.64251
50.36,-74.46,80.5532
50.36,-74.46,86.69389
50.36,-74.46,85.03733
50.36,-74.46,69.18236
50.36,-74.46,76.67362
50.36,-74.46,82.99007
50.36,-74.46,72.36069
50.36,-74.46,79.35862
50.36,-74.46,81.63406
50.36,-74.46,87.1021
50.36,-74.46,73.62672
50.36,-74.46,75.91611
50.36,-74.46,78.69106
50.36,-74.46,91.50235
50.36,-74.46,88.77313
50.36,-74.46,83.62977
50.36,-74.46,86.81048
50.36,-74.46,77.74873
50.36,-74.46,93.03965
50.36,-74.46,82.08735
50.36,-74.46,94.07249
50.36,-74.46,82.61003
50.36,-74.46,86.73865
50.36,-74.46,82.59012
50.36,-74.46,84.00296
50.36,-74.46,77.18418
50.36,-74.46,94.46818
50.36,-74.46,86.91506
50.36,-74.46,83.71724
50.36,-74.46,85.91545
50.36,-74.46,80.4227
50.36,-74.46,86.64837
50.36,-74.46,84.89038
50.35,-74.46,69.00848
50.35,-74.46,77.03996
50.35,-74.46,82.98145
50.35,-74.46,73.0379
50.35,-74.46,79.05663
50.35,-74.46,81.39311
50.35,-74.46,86.84321
50.35,-74.46,73.72333
50.35,-74.46,75.76865
50.35,-74.46,79.00739
50.35,-74.46,91.43162
50.35,-74.46,88.7825
50.35,-74.46,83.65235
50.35,-74.46,86.95456
50.35,-74.46,77.40808
50.35,-74.46,93.44041
50.35,-74.46,81.80297
50.35,-74.46,93.82693
50.35,-74.46,82.24553
50.35,-74.46,86.58519
50.35,-74.46,82.0861
50.35,-74.46,83.79454
50.35,-74.46,76.81685
50.35,-74.46,94.60108
50.35,-74.46,86.51935
50.35,-74.46,83.47754
50.35,-74.46,85.70769
50.35,-74.46,79.90457
50.35,-74.46,86.19994
50.35,-74.46,84.64852
50.35,-74.46,68.76878
50.35,-74.46,76.91813
50.35,-74.46,83.0233
50.35,-74.46,73.16545
50.35,-74.46,78.96102
50.35,-74.46,81.54657
50.35,-74.46,87.01466
50.35,-74.46,73.74772
50.35,-74.46,75.66087
50.35,-74.46,78.88384
50.35,-74.46,91.35141
50.35,-74.46,88.75434
50.35,-74.46,83.5662
50.35,-74.46,86.99774
50.35,-74.46,77.30031
50.35,-74.46,93.39295
50.35,-74.46,81.74468
50.35,-74.46,93.68404
50.35,-74.46,82.14153
50.35,-74.46,86.47748
50.35,-74.46,82.28688
50.35,-74.46,83.68265
50.35,-74.46,76.72616
50.35,-74.46,94.48985
50.35,-74.46,86.37326
50.35,-74.46,83.29824
50.35,-74.46,85.80945
50.35,-74.46,80.11033
50.35,-74.46,86.08914
50.35,-74.46,84.5172
50.24,-75.33,68.68641
50.24,-75.33,76.61885
50.24,-75.33,82.72257
50.24,-75.33,73.25382
50.24,-75.33,78.90722
50.24,-75.33,81.6112
50.24,-75.33,86.30236
50.24,-75.33,74.5506
50.24,-75.33,76.56534
50.24,-75.33,78.32567
50.24,-75.33,91.33065
50.24,-75.33,88.199
50.24,-75.33,82.79861
50.24,-75.33,87.10457
50.24,-75.33,77.70137
50.24,-75.33,92.65639
50.24,-75.33,81.76788
50.24,-75.33,93.46216
50.24,-75.33,80.67338
50.24,-75.33,86.07692
50.24,-75.33,81.84134
50.24,-75.33,82.43803
50.24,-75.33,77.08196
50.24,-75.33,94.13055
50.24,-75.33,86.92547
50.24,-75.33,82.33265
50.24,-75.33,85.2601
50.24,-75.33,80.1079
50.24,-75.33,86.11663
50.24,-75.33,82.19065
50.23,-75.33,68.72331
50.23,-75.33,76.61878
50.23,-75.33,82.71205
50.23,-75.33,73.24677
50.23,-75.33,78.87857
50.23,-75.33,81.65535
50.23,-75.33,86.29584
50.23,-75.33,74.55963
50.23,-75.33,76.53396
50.23,-75.33,78.03909
50.23,-75.33,91.32889
50.23,-75.33,88.19158
50.23,-75.33,82.79507
50.23,-75.33,86.41233
50.23,-75.33,77.70124
50.23,-75.33,92.66954
50.23,-75.33,81.76299
50.23,-75.33,93.40043
50.23,-75.33,80.636
50.23,-75.33,86.07377
50.23,-75.33,81.76049
50.23,-75.33,82.43549
50.23,-75.33,77.08792
50.23,-75.33,94.11789
50.23,-75.33,86.91485
50.23,-75.33,82.35204
50.23,-75.33,84.9336
50.23,-75.33,80.10149
50.23,-75.33,86.13636
50.23,-75.33,82.17252
50.23,-75.33,68.72331
50.23,-75.33,76.61878
50.23,-75.33,82.71205
50.23,-75.33,73.24677
50.23,-75.33,78.87857
50.23,-75.33,81.65535
50.23,-75.33,86.29584
50.23,-75.33,74.55963
50.23,-75.33,76.53396
50.23,-75.33,78.03909
50.23,-75.33,91.32889
50.23,-75.33,88.19158
50.23,-75.33,82.79507
50.23,-75.33,86.41233
50.23,-75.33,77.70124
50.23,-75.33,92.66954
50.23,-75.33,81.76299
50.23,-75.33,93.40043
50.23,-75.33,80.636
50.23,-75.33,86.07377
50.23,-75.33,81.76049
50.23,-75.33,82.43549
50.23,-75.33,77.08792
50.23,-75.33,94.11789
50.23,-75.33,86.91485
50.23,-75.33,82.35204
50.23,-75.33,84.9336
50.23,-75.33,80.10149
50.23,-75.33,86.13636
50.23,-75.33,82.17252
50.23,-75.33,68.60871
50.23,-75.33,76.5414
50.23,-75.33,82.54831
50.23,-75.33,73.13886
50.23,-75.33,78.80059
50.23,-75.33,81.43314
50.23,-75.33,86.67161
50.23,-75.33,74.45052
50.23,-75.33,76.43016
50.23,-75.33,78.24741
50.23,-75.33,91.29264
50.23,-75.33,88.11334
50.23,-75.33,82.70521
50.23,-75.33,87.05294
50.23,-75.33,77.61602
50.23,-75.33,92.5869
50.23,-75.33,82.29416
50.23,-75.33,93.36771
50.23,-75.33,80.56202
50.23,-75.33,85.97193
50.23,-75.33,81.71651
50.23,-75.33,82.25049
50.23,-75.33,76.96679
50.23,-75.33,94.04253
50.23,-75.33,86.85956
50.23,-75.33,82.29822
50.23,-75.33,85.18348
50.23,-75.33,79.97511
50.23,-75.33,86.01017
50.23,-75.33,82.05925
50.17,-75.35,68.46779
50.17,-75.35,76.45906
50.17,-75.35,82.43716
50.17,-75.35,73.11992
50.17,-75.35,78.83728
50.17,-75.35,81.54665
50.17,-75.35,86.46466
50.17,-75.35,74.39127
50.17,-75.35,76.41156
50.17,-75.35,78.09175
50.17,-75.35,91.10342
50.17,-75.35,87.66014
50.17,-75.35,82.72958
50.17,-75.35,86.30757
50.17,-75.35,77.67988
50.17,-75.35,92.57214
50.17,-75.35,81.83912
50.17,-75.35,93.43318
50.17,-75.35,80.58009
50.17,-75.35,86.08725
50.17,-75.35,81.69246
50.17,-75.35,82.2884
50.17,-75.35,76.87685
